Rank,Time,Athlete,Year,Event,Gender
93,10.77,Ivet Lalova-Collio,2004,100m,Female
538,10.91,Veronica Campbell-Brown,2004,100m,Female
608,10.92,Yuliya Nesterenko,2004,100m,Female
688,10.93,Yuliya Nesterenko,2004,100m,Female
688,10.93,Veronica Campbell-Brown,2004,100m,Female
768,10.94,Yuliya Nesterenko,2004,100m,Female
856,10.95,Christine Arron,2004,100m,Female
937,10.96,Lauryn Williams,2004,100m,Female
1049,10.97,Lauryn Williams,2004,100m,Female
1049,10.97,LaTasha Colander,2004,100m,Female
1049,10.97,Veronica Campbell-Brown,2004,100m,Female
1269,10.99,Yuliya Nesterenko,2004,100m,Female
1423,11.0,Ivet Lalova-Collio,2004,100m,Female
1561,11.01,Lauryn Williams USA,2004,100m,Female
1561,11.01,Sherone Simpson JAM,2004,100m,Female
1561,11.01,Christine Arron,2004,100m,Female
1561,11.01,Lauryn Williams,2004,100m,Female
1717,11.02,Yuliya Nesterenko,2004,100m,Female
1885,11.03,Christine Arron,2004,100m,Female
1885,11.03,Lauryn Williams,2004,100m,Female
1885,11.03,Sherone Simpson,2004,100m,Female
2045,11.04,Aleen Bailey,2004,100m,Female
2045,11.04,Ivet Lalova-Collio,2004,100m,Female
2045,11.04,Debbie Ferguson-McKenzie,2004,100m,Female
2226,11.05,Christine Arron FRA,2004,100m,Female
2226,11.05,Inger Miller,2004,100m,Female
2226,11.05,Gail Devers,2004,100m,Female
2226,11.05,Aleen Bailey,2004,100m,Female
2402,11.06,Ivet Lalova-Collio,2004,100m,Female
2402,11.06,Veronica Campbell-Brown,2004,100m,Female
2402,11.06,Yuliya Nesterenko,2004,100m,Female
2402,11.06,Christine Arron,2004,100m,Female
2637,11.07,Debbie Ferguson-McKenzie,2004,100m,Female
2637,11.07,Sherone Simpson,2004,100m,Female
2883,11.08,Christine Arron FRA,2004,100m,Female
2883,11.08,Aleen Bailey,2004,100m,Female
3127,11.09,Merlene Ottey,2004,100m,Female
3127,11.09,Aleen Bailey,2004,100m,Female
3127,11.09,Sherone Simpson,2004,100m,Female
3127,11.09,Ivet Lalova-Collio,2004,100m,Female
239,10.84,Chandra Sturrup,2005,100m,Female
275,10.85,Veronica Campbell-Brown,2005,100m,Female
389,10.88,Lauryn Williams,2005,100m,Female
538,10.91,Lauryn Williams,2005,100m,Female
608,10.92,Veronica Campbell-Brown,2005,100m,Female
688,10.93,Lauryn Williams,2005,100m,Female
688,10.93,Christine Arron,2005,100m,Female
768,10.94,Christine Arron,2005,100m,Female
856,10.95,Veronica Campbell-Brown,2005,100m,Female
856,10.95,Christine Arron,2005,100m,Female
937,10.96,Veronica Campbell-Brown,2005,100m,Female
937,10.96,Christine Arron,2005,100m,Female
1049,10.97,Veronica Campbell-Brown,2005,100m,Female
1049,10.97,Sherone Simpson,2005,100m,Female
1049,10.97,Chandra Sturrup,2005,100m,Female
1049,10.97,Christine Arron,2005,100m,Female
1152,10.98,Christine Arron,2005,100m,Female
1269,10.99,Christine Arron,2005,100m,Female
1423,11.0,Veronica Campbell-Brown,2005,100m,Female
1561,11.01,Chandra Sturrup,2005,100m,Female
1561,11.01,Christine Arron,2005,100m,Female
1717,11.02,Chandra Sturrup,2005,100m,Female
1885,11.03,Sherone Simpson,2005,100m,Female
1885,11.03,Ivet Lalova-Collio,2005,100m,Female
1885,11.03,Christine Arron,2005,100m,Female
1885,11.03,Maria Karastamáti,2005,100m,Female
1885,11.03,Lauryn Williams,2005,100m,Female
2045,11.04,Me'Lisa Barber,2005,100m,Female
2045,11.04,Lauryn Williams,2005,100m,Female
2226,11.05,Me'Lisa Barber USA 04.10.80,2005,100m,Female
2226,11.05,Chandra Sturrup,2005,100m,Female
2226,11.05,Me'Lisa Barber,2005,100m,Female
2226,11.05,Lauryn Williams,2005,100m,Female
2226,11.05,Allyson Felix,2005,100m,Female
2402,11.06,LaTasha Colander USA,2005,100m,Female
2402,11.06,Christine Arron,2005,100m,Female
2402,11.06,Chandra Sturrup,2005,100m,Female
2637,11.07,Geraldine Pillay,2005,100m,Female
2637,11.07,Aleen Bailey,2005,100m,Female
2637,11.07,Sherone Simpson,2005,100m,Female
2637,11.07,Chandra Sturrup,2005,100m,Female
2883,11.08,Lauryn Williams,2005,100m,Female
2883,11.08,Me'Lisa Barber,2005,100m,Female
2883,11.08,Yuliya Nesterenko,2005,100m,Female
3127,11.09,Ivet Lalova-Collio,2005,100m,Female
3127,11.09,Christine Arron,2005,100m,Female
3127,11.09,Chandra Sturrup,2005,100m,Female
3127,11.09,Me'Lisa Barber,2005,100m,Female
3127,11.09,Sherone Simpson,2005,100m,Female
3127,11.09,Muna Lee,2005,100m,Female
176,10.82,Sherone Simpson,2006,100m,Female
342,10.87,Sherone Simpson,2006,100m,Female
432,10.89,Sherone Simpson,2006,100m,Female
608,10.92,Sherone Simpson,2006,100m,Female
856,10.95,Sherone Simpson,2006,100m,Female
1049,10.97,Sherone Simpson,2006,100m,Female
1152,10.98,Sherone Simpson,2006,100m,Female
1269,10.99,Veronica Campbell-Brown,2006,100m,Female
1423,11.0,Sherone Simpson,2006,100m,Female
1885,11.03,Kerron Stewart,2006,100m,Female
1885,11.03,Me'Lisa Barber,2006,100m,Female
1885,11.03,LaTasha Jenkins,2006,100m,Female
2045,11.04,Allyson Felix,2006,100m,Female
2045,11.04,Kim Gevaert,2006,100m,Female
2402,11.06,Me'Lisa Barber,2006,100m,Female
2402,11.06,Torri Edwards,2006,100m,Female
2402,11.06,Kim Gevaert,2006,100m,Female
2637,11.07,Torri Edwards,2006,100m,Female
2637,11.07,Allyson Felix,2006,100m,Female
2883,11.08,Kelly-Ann Baptiste,2006,100m,Female
2883,11.08,Torri Edwards,2006,100m,Female
2883,11.08,Sherone Simpson,2006,100m,Female
2883,11.08,Cydonie Mothersill,2006,100m,Female
2883,11.08,Me'Lisa Barber,2006,100m,Female
3127,11.09,Marshevet Hooker,2006,100m,Female
3127,11.09,Shalonda Solomon,2006,100m,Female
3127,11.09,LaTasha Jenkins,2006,100m,Female
3127,11.09,Torri Edwards,2006,100m,Female
3127,11.09,Lauryn Williams,2006,100m,Female
3127,11.09,Sherone Simpson,2006,100m,Female
432,10.89,Veronica Campbell-Brown,2007,100m,Female
482,10.9,Torri Edwards,2007,100m,Female
482,10.9,Veronica Campbell-Brown,2007,100m,Female
538,10.91,Veronica Campbell-Brown,2007,100m,Female
688,10.93,Veronica Campbell-Brown JAM 16.05.82,2007,100m,Female
856,10.95,Me'Lisa Barber,2007,100m,Female
937,10.96,Torri Edwards USA 31.01.77,2007,100m,Female
1049,10.97,Sanya Richards-Ross,2007,100m,Female
1269,10.99,Veronica Campbell-Brown,2007,100m,Female
1423,11.0,Torri Edwards,2007,100m,Female
1561,11.01,Allyson Felix USA 18.11.85,2007,100m,Female
1561,11.01,Torri Edwards,2007,100m,Female
1561,11.01,Veronica Campbell-Brown,2007,100m,Female
1561,11.01,Lauryn Williams,2007,100m,Female
1717,11.02,Torri Edwards,2007,100m,Female
1717,11.02,Mikele Barber USA 04.10.80,2007,100m,Female
1717,11.02,Carmelita Jeter,2007,100m,Female
1885,11.03,Kerron Stewart,2007,100m,Female
1885,11.03,Torri Edwards,2007,100m,Female
1885,11.03,Me'Lisa Barber,2007,100m,Female
2045,11.04,Tezdzhan Naimova,2007,100m,Female
2045,11.04,Veronica Campbell-Brown,2007,100m,Female
2045,11.04,Christine Arron,2007,100m,Female
2226,11.05,Carmelita Jeter,2007,100m,Female
2226,11.05,Sherri-Ann Brooks,2007,100m,Female
2226,11.05,Torri Edwards,2007,100m,Female
2226,11.05,Sanya Richards-Ross,2007,100m,Female
2226,11.05,Kim Gevaert,2007,100m,Female
2402,11.06,Marshevet Hooker,2007,100m,Female
2402,11.06,Angela Williams,2007,100m,Female
2402,11.06,Christine Arron,2007,100m,Female
2402,11.06,Kim Gevaert,2007,100m,Female
2637,11.07,Veronica Campbell-Brown,2007,100m,Female
2637,11.07,Tezdzhan Naimova,2007,100m,Female
2637,11.07,Carmelita Jeter,2007,100m,Female
2883,11.08,Marshevet Hooker,2007,100m,Female
2883,11.08,Veronica Campbell-Brown,2007,100m,Female
2883,11.08,Carmelita Jeter,2007,100m,Female
2883,11.08,Christine Arron,2007,100m,Female
3127,11.09,Stephanie Durst,2007,100m,Female
3127,11.09,Yevgeniya Polyakova,2007,100m,Female
3127,11.09,Kim Gevaert,2007,100m,Female
3127,11.09,Lauryn Williams,2007,100m,Female
3127,11.09,Carmelita Jeter,2007,100m,Female
103,10.78,Torri Edwards,2008,100m,Female
103,10.78,Shelly-Ann Fraser-Pryce,2008,100m,Female
142,10.8,Kerron Stewart,2008,100m,Female
275,10.85,Muna Lee,2008,100m,Female
275,10.85,Shelly-Ann Fraser-Pryce,2008,100m,Female
342,10.87,Sherone Simpson,2008,100m,Female
342,10.87,Veronica Campbell-Brown,2008,100m,Female
389,10.88,Veronica Campbell-Brown,2008,100m,Female
482,10.9,Torri Edwards,2008,100m,Female
482,10.9,Lauryn Williams,2008,100m,Female
538,10.91,Veronica Campbell-Brown JAM 16.05.82,2008,100m,Female
608,10.92,Veronica Campbell-Brown,2008,100m,Female
688,10.93,Allyson Felix,2008,100m,Female
688,10.93,Marshevet Hooker,2008,100m,Female
768,10.94,Marshevet Hooker USA 25.09.84,2008,100m,Female
768,10.94,Torri Edwards,2008,100m,Female
768,10.94,Kerron Stewart,2008,100m,Female
768,10.94,Shelly-Ann Fraser-Pryce,2008,100m,Female
856,10.95,Simone Facey,2008,100m,Female
856,10.95,Shelly-Ann Fraser-Pryce,2008,100m,Female
856,10.95,Sherone Simpson,2008,100m,Female
937,10.96,Kerron Stewart,2008,100m,Female
937,10.96,Allyson Felix,2008,100m,Female
1049,10.97,Muna Lee USA 30.10.81,2008,100m,Female
1049,10.97,Carmelita Jeter,2008,100m,Female
1049,10.97,Mechelle Lewis,2008,100m,Female
1152,10.98,Allyson Felix,2008,100m,Female
1152,10.98,Kerron Stewart,2008,100m,Female
1152,10.98,Sherone Simpson,2008,100m,Female
1269,10.99,Sherone Simpson,2008,100m,Female
1269,10.99,Kerron Stewart,2008,100m,Female
1423,11.0,Muna Lee,2008,100m,Female
1423,11.0,Allyson Felix,2008,100m,Female
1423,11.0,Shelly-Ann Fraser-Pryce,2008,100m,Female
1561,11.01,Marshevet Hooker,2008,100m,Female
1561,11.01,Shelly-Ann Fraser-Pryce,2008,100m,Female
1561,11.01,Veronica Campbell-Brown,2008,100m,Female
1717,11.02,Veronica Campbell-Brown,2008,100m,Female
1717,11.02,Shelly-Ann Fraser-Pryce,2008,100m,Female
1717,11.02,Angela Williams,2008,100m,Female
1717,11.02,Torri Edwards,2008,100m,Female
1717,11.02,Sherone Simpson,2008,100m,Female
1885,11.03,Gloria Asumnu,2008,100m,Female
1885,11.03,Lauryn Williams,2008,100m,Female
1885,11.03,LaShauntea Moore,2008,100m,Female
1885,11.03,Shelly-Ann Fraser-Pryce,2008,100m,Female
2045,11.04,Marshevet Hooker,2008,100m,Female
2226,11.05,Kim Gevaert,2008,100m,Female
2226,11.05,Carmelita Jeter,2008,100m,Female
2226,11.05,Montell Douglas,2008,100m,Female
2226,11.05,Veronica Campbell-Brown,2008,100m,Female
2226,11.05,Kerron Stewart,2008,100m,Female
2402,11.06,Kelly-Ann Baptiste,2008,100m,Female
2402,11.06,Allyson Felix,2008,100m,Female
2402,11.06,Angela Williams,2008,100m,Female
2402,11.06,Chandra Sturrup,2008,100m,Female
2402,11.06,Torri Edwards,2008,100m,Female
2402,11.06,Shelly-Ann Fraser-Pryce,2008,100m,Female
2402,11.06,Muna Lee,2008,100m,Female
2402,11.06,Kerron Stewart,2008,100m,Female
2402,11.06,Marshevet Hooker,2008,100m,Female
2637,11.07,Carmelita Jeter,2008,100m,Female
2637,11.07,Bianca Knight,2008,100m,Female
2637,11.07,Me'Lisa Barber,2008,100m,Female
2637,11.07,Alexandra Anderson,2008,100m,Female
2637,11.07,Marshevet Hooker,2008,100m,Female
2637,11.07,Lauryn Williams,2008,100m,Female
2637,11.07,Muna Lee,2008,100m,Female
2883,11.08,Alexis Weatherspoon,2008,100m,Female
2883,11.08,Sherone Simpson,2008,100m,Female
2883,11.08,Mechelle Lewis,2008,100m,Female
2883,11.08,Damola Osayomi,2008,100m,Female
2883,11.08,Carmelita Jeter,2008,100m,Female
2883,11.08,Muna Lee,2008,100m,Female
3127,11.09,Sherone Simpson,2008,100m,Female
3127,11.09,Kelly-Ann Baptiste,2008,100m,Female
3127,11.09,Alexis Joyce,2008,100m,Female
3127,11.09,Torri Edwards,2008,100m,Female
3127,11.09,Bianca Knight,2008,100m,Female
3127,11.09,Marshevet Hooker,2008,100m,Female
9,10.64,Carmelita Jeter,2009,100m,Female
19,10.67,Carmelita Jeter,2009,100m,Female
52,10.73,Shelly-Ann Fraser-Pryce,2009,100m,Female
69,10.75,Kerron Stewart,2009,100m,Female
126,10.79,Shelly-Ann Fraser-Pryce,2009,100m,Female
203,10.83,Carmelita Jeter,2009,100m,Female
239,10.84,Kerron Stewart,2009,100m,Female
311,10.86,Carmelita Jeter,2009,100m,Female
389,10.88,Shelly-Ann Fraser-Pryce,2009,100m,Female
389,10.88,Carmelita Jeter,2009,100m,Female
432,10.89,Shelly-Ann Fraser-Pryce,2009,100m,Female
432,10.89,Veronica Campbell-Brown,2009,100m,Female
482,10.9,Carmelita Jeter,2009,100m,Female
482,10.9,Kerron Stewart,2009,100m,Female
538,10.91,Shelly-Ann Fraser-Pryce,2009,100m,Female
608,10.92,Kerron Stewart,2009,100m,Female
608,10.92,Carmelita Jeter,2009,100m,Female
688,10.93,Kerron Stewart,2009,100m,Female
768,10.94,Kelly-Ann Baptiste TTO 14.10.86,2009,100m,Female
768,10.94,Carmelita Jeter,2009,100m,Female
856,10.95,Veronica Campbell-Brown,2009,100m,Female
937,10.96,Carmelita Jeter,2009,100m,Female
937,10.96,Veronica Campbell-Brown,2009,100m,Female
1049,10.97,Carmelita Jeter,2009,100m,Female
1049,10.97,Debbie Ferguson-McKenzie,2009,100m,Female
1152,10.98,Shelly-Ann Fraser-Pryce,2009,100m,Female
1269,10.99,Kerron Stewart,2009,100m,Female
1269,10.99,Chandra Sturrup,2009,100m,Female
1269,10.99,Veronica Campbell-Brown,2009,100m,Female
1423,11.0,Kerron Stewart,2009,100m,Female
1423,11.0,Veronica Campbell-Brown,2009,100m,Female
1561,11.01,Kerron Stewart,2009,100m,Female
1561,11.01,Carmelita Jeter,2009,100m,Female
1561,11.01,Lauryn Williams,2009,100m,Female
1561,11.01,Chandra Sturrup,2009,100m,Female
1717,11.02,Alexandra Anderson,2009,100m,Female
1717,11.02,Carmelita Jeter,2009,100m,Female
1717,11.02,Fraser-Pryce,2009,100m,Female
1885,11.03,Shelly-Ann Fraser-Pryce,2009,100m,Female
1885,11.03,Veronica Campbell-Brown,2009,100m,Female
1885,11.03,Debbie Ferguson-McKenzie,2009,100m,Female
1885,11.03,Chandra Sturrup,2009,100m,Female
2045,11.04,Shalonda Solomon USA 19.12.85,2009,100m,Female
2045,11.04,Veronica Campbell-Brown,2009,100m,Female
2045,11.04,Debbie Ferguson-McKenzie,2009,100m,Female
2045,11.04,Kerron Stewart,2009,100m,Female
2226,11.05,Alexandra Anderson,2009,100m,Female
2226,11.05,Tianna Bartoletta USA 30.08.85,2009,100m,Female
2226,11.05,Baptiste,2009,100m,Female
2226,11.05,Debbie Ferguson-McKenzie,2009,100m,Female
2226,11.05,Chandra Sturrup,2009,100m,Female
2226,11.05,Kerron Stewart,2009,100m,Female
2402,11.06,Carmelita Jeter,2009,100m,Female
2402,11.06,Kelly-Ann Baptiste,2009,100m,Female
2402,11.06,Lauryn Williams,2009,100m,Female
2402,11.06,Chandra Sturrup,2009,100m,Female
2637,11.07,Alexandra Anderson,2009,100m,Female
2637,11.07,Aleen Bailey JAM 25.11.80,2009,100m,Female
2637,11.07,Kelly-Ann Baptiste,2009,100m,Female
2637,11.07,Carmelita Jeter,2009,100m,Female
2883,11.08,Chandra Sturrup,2009,100m,Female
2883,11.08,Allyson Felix,2009,100m,Female
2883,11.08,Debbie Ferguson-McKenzie,2009,100m,Female
3127,11.09,Alexandra Anderson,2009,100m,Female
3127,11.09,Carmelita Jeter,2009,100m,Female
3127,11.09,Murielle Ahouré-Demps,2009,100m,Female
3127,11.09,Debbie Ferguson-McKenzie,2009,100m,Female
3127,11.09,Chandra Sturrup,2009,100m,Female
103,10.78,Veronica Campbell-Brown,2010,100m,Female
176,10.82,Carmelita Jeter,2010,100m,Female
203,10.83,Carmelita Jeter,2010,100m,Female
239,10.84,Kelly-Ann Baptiste,2010,100m,Female
432,10.89,Veronica Campbell-Brown,2010,100m,Female
432,10.89,Carmelita Jeter,2010,100m,Female
482,10.9,Shalonda Solomon,2010,100m,Female
688,10.93,Kelly-Ann Baptiste,2010,100m,Female
768,10.94,Carmelita Jeter,2010,100m,Female
856,10.95,Carmelita Jeter,2010,100m,Female
937,10.96,Kerron Stewart,2010,100m,Female
1049,10.97,LaShauntea Moore,2010,100m,Female
1049,10.97,Marshevet Hooker,2010,100m,Female
1152,10.98,Kelly-Ann Baptiste TTO 14.10.86,2010,100m,Female
1152,10.98,Veronica Campbell-Brown,2010,100m,Female
1269,10.99,LaShauntea Moore,2010,100m,Female
1269,10.99,Carmelita Jeter,2010,100m,Female
1269,10.99,Marshevet Hooker,2010,100m,Female
1423,11.0,Carmelita Jeter,2010,100m,Female
1423,11.0,Kelly-Ann Baptiste,2010,100m,Female
1423,11.0,Blessing Okagbare,2010,100m,Female
1561,11.01,Marshevet Hooker,2010,100m,Female
1717,11.02,Veronica Campbell-Brown,2010,100m,Female
1717,11.02,Sherone Simpson,2010,100m,Female
1885,11.03,Blessing Okagbare,2010,100m,Female
1885,11.03,Kelly-Ann Baptiste,2010,100m,Female
1885,11.03,Sherone Simpson,2010,100m,Female
2045,11.04,Alexandra Anderson,2010,100m,Female
2045,11.04,LaShauntea Moore,2010,100m,Female
2045,11.04,Carmelita Jeter,2010,100m,Female
2226,11.05,Veronica Campbell-Brown,2010,100m,Female
2226,11.05,Yelena Nevmerzhitskaya,2010,100m,Female
2226,11.05,Kelly-Ann Baptiste,2010,100m,Female
2402,11.06,LaShauntea Moore USA,2010,100m,Female
2402,11.06,Blessing Okagbare,2010,100m,Female
2402,11.06,Sherone Simpson,2010,100m,Female
2402,11.06,Carmelita Jeter,2010,100m,Female
2883,11.08,Sherri-Ann Brooks,2010,100m,Female
2883,11.08,Carmelita Jeter,2010,100m,Female
2883,11.08,Sherone Simpson,2010,100m,Female
3127,11.09,Carmelita Jeter,2010,100m,Female
3127,11.09,Sherone Simpson,2010,100m,Female
3127,11.09,Shalonda Solomon,2010,100m,Female
24,10.7,Carmelita Jeter,2011,100m,Female
80,10.76,Veronica Campbell-Brown,2011,100m,Female
103,10.78,Carmelita Jeter,2011,100m,Female
239,10.84,Veronica Campbell-Brown,2011,100m,Female
275,10.85,Veronica Campbell-Brown,2011,100m,Female
311,10.86,Carmelita Jeter,2011,100m,Female
311,10.86,Marshevet Hooker,2011,100m,Female
342,10.87,Kerron Stewart,2011,100m,Female
342,10.87,Marshevet Hooker,2011,100m,Female
389,10.88,Carmelita Jeter,2011,100m,Female
482,10.9,Carmelita Jeter,2011,100m,Female
482,10.9,Kelly-Ann Baptiste,2011,100m,Female
538,10.91,Kelly-Ann Baptiste,2011,100m,Female
608,10.92,Veronica Campbell-Brown,2011,100m,Female
688,10.93,Carmelita Jeter,2011,100m,Female
768,10.94,Kelly-Ann Baptiste,2011,100m,Female
856,10.95,Carmelita Jeter,2011,100m,Female
856,10.95,Shelly-Ann Fraser-Pryce,2011,100m,Female
856,10.95,Veronica Campbell-Brown,2011,100m,Female
937,10.96,Ivet Lalova-Collio,2011,100m,Female
1049,10.97,Kerron Stewart,2011,100m,Female
1049,10.97,Kelly-Ann Baptiste,2011,100m,Female
1049,10.97,Veronica Campbell-Brown,2011,100m,Female
1152,10.98,Kelly-Ann Baptiste,2011,100m,Female
1269,10.99,Carmelita Jeter,2011,100m,Female
1269,10.99,Damola Osayomi NGR,2011,100m,Female
1269,10.99,Shelly-Ann Fraser-Pryce,2011,100m,Female
1423,11.0,Sherone Simpson,2011,100m,Female
1423,11.0,Carmelita Jeter,2011,100m,Female
1561,11.01,Alexandra Anderson USA,2011,100m,Female
1717,11.02,Alexandra Anderson,2011,100m,Female
1717,11.02,Carmelita Jeter,2011,100m,Female
1885,11.03,English Gardner,2011,100m,Female
1885,11.03,Shelly-Ann Fraser-Pryce,2011,100m,Female
2045,11.04,Alexandra Anderson,2011,100m,Female
2045,11.04,Kerron Stewart,2011,100m,Female
2226,11.05,Schillonie Calvert,2011,100m,Female
2226,11.05,Carrie Russel,2011,100m,Female
2226,11.05,Kelly-Ann Baptiste,2011,100m,Female
2402,11.06,Murielle Ahouré-Demps,2011,100m,Female
2402,11.06,Veronica Campbell-Brown,2011,100m,Female
2637,11.07,Sherone Simpson,2011,100m,Female
2637,11.07,Kerron Stewart,2011,100m,Female
2637,11.07,Carmelita Jeter,2011,100m,Female
2883,11.08,Ivet Lalova-Collio,2011,100m,Female
2883,11.08,Blessing Okagbare,2011,100m,Female
2883,11.08,Candyce McGrone USA,2011,100m,Female
2883,11.08,Shalonda Solomon,2011,100m,Female
3127,11.09,Carmelita Jeter,2011,100m,Female
3127,11.09,Marshevet Hooker,2011,100m,Female
3127,11.09,Debbie Ferguson-McKenzie,2011,100m,Female
3127,11.09,Kimberlyn Duncan USA,2011,100m,Female
3127,11.09,Alexandra Anderson,2011,100m,Female
3127,11.09,Mikele Barber,2011,100m,Female
3127,11.09,Ruddy Zang Milama,2011,100m,Female
3127,11.09,Schillonie Calvert,2011,100m,Female
24,10.7,Shelly-Ann Fraser-Pryce,2012,100m,Female
69,10.75,Shelly-Ann Fraser-Pryce,2012,100m,Female
103,10.78,Carmelita Jeter,2012,100m,Female
153,10.81,Carmelita Jeter,2012,100m,Female
153,10.81,Veronica Campbell-Brown,2012,100m,Female
176,10.82,Veronica Campbell-Brown,2012,100m,Female
203,10.83,Carmelita Jeter,2012,100m,Female
203,10.83,Shelly-Ann Fraser-Pryce,2012,100m,Female
275,10.85,Shelly-Ann Fraser-Pryce,2012,100m,Female
275,10.85,Tianna Bartoletta,2012,100m,Female
311,10.86,Kelly-Ann Baptiste,2012,100m,Female
311,10.86,Carmelita Jeter,2012,100m,Female
311,10.86,Shelly-Ann Fraser-Pryce,2012,100m,Female
432,10.89,Veronica Campbell-Brown,2012,100m,Female
432,10.89,Allyson Felix,2012,100m,Female
482,10.9,Shelly-Ann Fraser-Pryce,2012,100m,Female
608,10.92,Allyson Felix,2012,100m,Female
608,10.92,Shelly-Ann Fraser-Pryce JAM 27.12.86,2012,100m,Female
608,10.92,Carmelita Jeter,2012,100m,Female
608,10.92,Blessing Okagbare,2012,100m,Female
608,10.92,Tianna Bartoletta,2012,100m,Female
688,10.93,Shelly-Ann Fraser-Pryce,2012,100m,Female
688,10.93,Blessing Okagbare,2012,100m,Female
688,10.93,Kelly-Ann Baptiste,2012,100m,Female
768,10.94,Veronica Campbell-Brown,2012,100m,Female
768,10.94,Kerron Stewart,2012,100m,Female
768,10.94,Allyson Felix,2012,100m,Female
768,10.94,Kelly-Ann Baptiste,2012,100m,Female
937,10.96,Kimberlyn Duncan USA,2012,100m,Female
937,10.96,Tianna Bartoletta,2012,100m,Female
937,10.96,Blessing Okagbare,2012,100m,Female
937,10.96,Kelly-Ann Baptiste,2012,100m,Female
1049,10.97,Tianna Bartoletta USA 30.08.85,2012,100m,Female
1049,10.97,Tianna Bartoletta,2012,100m,Female
1049,10.97,Carmelita Jeter,2012,100m,Female
1152,10.98,Kerron Stewart,2012,100m,Female
1152,10.98,Kelly-Ann Baptiste TTO 14.10.86,2012,100m,Female
1269,10.99,Blessing Okagbare,2012,100m,Female
1269,10.99,Tianna Bartoletta,2012,100m,Female
1269,10.99,Veronica Campbell-Brown,2012,100m,Female
1423,11.0,Shelly-Ann Fraser-Pryce,2012,100m,Female
1423,11.0,Murielle Ahouré-Demps,2012,100m,Female
1423,11.0,Kelly-Ann Baptiste,2012,100m,Female
1561,11.01,Blessing Okagbare,2012,100m,Female
1561,11.01,Tianna Bartoletta,2012,100m,Female
1561,11.01,Ashley Collier,2012,100m,Female
